MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,1,59.0,11796,1,1,0,3,0,2,2,8,7,6,3,0,7,5,2004,2005,4,0,5,7,3,0.0,0,2,4,0,2,1,5,0,5,0,847,847,4,4,1,0,847,1112,0,1959,0,0,2,1,4,1,0,8,0,1,1,4,2004.0,1,2,434,2,2,2,100,48,0,0,0,0,3,4,4,0,7,2007,4,1,215000
90,4,60.0,7200,1,0,3,3,0,2,2,10,7,6,2,5,5,5,1980,1980,4,0,1,2,1,180.0,1,2,5,0,2,2,4,936,5,0,0,936,4,2,1,0,936,0,0,936,1,0,1,0,2,1,1,4,0,0,5,3,1980.0,2,2,672,2,2,2,49,0,0,0,0,0,3,4,4,0,8,2007,4,1,140000
50,1,65.0,7804,1,1,3,3,0,2,2,15,7,6,3,1,4,3,1928,1950,4,0,8,12,3,0.0,1,2,2,1,2,3,2,622,5,0,500,1122,4,2,1,0,1328,653,0,1981,1,0,2,0,4,1,0,7,4,2,2,3,1981.0,2,2,576,2,2,2,431,44,0,0,0,0,3,0,4,0,12,2009,4,1,135000
20,1,63.0,10712,1,1,3,3,0,2,2,12,7,6,3,4,5,5,1991,1992,4,0,4,6,3,0.0,1,2,4,0,2,0,2,212,5,0,762,974,4,2,1,0,974,0,0,974,0,0,1,0,3,1,1,5,0,0,5,5,1980.0,0,0,0,5,5,2,0,28,0,0,0,0,3,0,4,0,9,2007,7,0,93500
70,4,90.0,9900,1,1,3,3,0,2,2,10,7,6,3,0,6,4,1880,1950,4,0,0,1,3,0.0,1,2,2,1,2,0,5,0,5,0,1008,1008,2,2,1,0,1178,1032,0,2210,0,0,2,0,5,1,2,8,0,0,5,3,1930.0,2,1,205,3,2,1,0,48,0,0,0,0,3,4,4,0,5,2007,4,1,117500
60,1,80.0,9828,1,1,0,3,0,2,2,6,7,6,3,0,8,5,1995,1995,4,0,5,7,3,0.0,0,2,4,0,2,3,4,584,5,0,544,1128,4,4,1,0,1142,878,0,2020,0,0,2,1,3,1,0,8,0,1,2,0,1995.0,3,2,466,2,2,2,0,155,0,0,0,0,3,4,4,0,6,2009,4,1,239500
60,1,57.0,8773,1,1,0,0,0,2,2,8,7,6,3,0,6,5,1997,1997,4,0,5,7,3,0.0,1,2,4,0,2,1,5,0,5,0,916,916,4,1,1,0,916,684,0,1600,0,0,2,1,3,1,1,7,0,1,2,0,1997.0,1,2,460,2,2,2,100,38,0,0,0,0,3,4,4,0,8,2007,4,1,169000
30,4,60.0,6180,1,1,3,3,0,1,2,11,7,6,3,4,6,5,1926,1950,4,0,0,1,3,0.0,1,2,2,1,2,3,5,0,5,0,960,960,4,2,0,0,986,0,0,986,0,0,1,0,2,1,1,5,0,1,1,3,1926.0,2,1,180,2,2,2,0,128,0,0,0,0,3,4,4,0,5,2007,4,1,102000
50,1,80.0,9600,1,1,3,3,0,2,2,19,7,6,3,1,6,5,1950,1950,4,0,5,7,3,0.0,1,2,5,1,2,3,2,280,5,0,752,1032,4,2,1,4,1032,220,0,1252,0,0,1,0,3,1,1,6,0,0,5,0,1950.0,2,1,288,2,2,2,0,0,96,0,0,0,3,4,4,0,4,2008,4,0,119000
50,1,54.0,6342,1,1,3,3,0,2,2,7,6,6,3,1,5,8,1875,1996,4,0,5,7,3,0.0,1,1,5,1,2,3,5,0,5,0,780,780,4,1,0,0,780,240,0,1020,0,0,1,0,2,1,1,6,0,0,5,5,1980.0,0,0,0,5,5,1,0,0,176,0,0,0,3,4,4,0,5,2010,4,1,94000
20,1,69.0,9819,1,1,0,3,0,2,1,12,7,6,3,4,6,5,1977,1977,4,0,10,10,3,0.0,1,2,4,1,2,2,0,1567,5,0,0,1567,4,2,1,0,1567,0,0,1567,1,0,2,0,2,1,0,5,0,2,2,0,1977.0,3,2,714,2,2,2,264,32,0,0,0,0,3,4,4,0,5,2009,4,1,196000
30,1,98.0,8731,1,1,0,3,0,2,2,11,7,6,3,4,5,5,1920,1950,4,0,2,4,3,0.0,1,3,2,1,2,3,2,645,5,0,270,915,4,2,1,0,1167,0,0,1167,0,0,1,0,3,1,1,6,7,1,1,3,1972.0,2,2,495,2,2,2,0,0,216,0,126,0,3,4,4,0,5,2007,4,1,144000
20,1,60.0,7350,1,1,3,3,0,1,2,19,7,6,3,4,5,7,1951,1951,4,0,4,6,3,0.0,1,2,5,1,2,0,0,852,5,0,100,952,4,2,1,0,952,0,0,952,1,0,1,0,2,1,1,4,0,0,5,3,1988.0,2,2,840,2,2,2,0,0,0,0,0,0,3,4,4,0,6,2008,5,0,139000
60,1,69.0,10304,1,1,0,3,0,3,2,23,0,6,3,0,5,7,1976,1976,4,0,10,12,1,44.0,1,1,5,1,2,3,0,381,5,0,399,780,4,4,1,0,1088,780,0,1868,1,0,2,1,4,1,0,9,0,1,2,0,1976.0,2,2,484,2,2,2,448,96,0,0,0,0,3,4,4,0,10,2009,4,1,197500
60,1,77.0,9965,1,1,3,3,0,2,2,9,7,6,3,0,8,5,2006,2007,5,0,5,7,2,340.0,0,2,4,3,2,2,4,1150,5,0,316,1466,4,4,1,0,1466,1362,0,2828,1,0,3,0,4,1,0,11,0,1,2,4,2006.0,3,3,1052,2,2,2,125,144,0,0,0,0,3,4,4,0,4,2007,1,3,424870
20,1,69.0,9000,1,1,3,3,0,2,2,7,7,6,3,4,5,3,1959,1959,4,0,0,12,3,0.0,1,2,5,1,2,3,4,288,5,0,718,1006,4,2,1,0,1006,0,0,1006,0,0,1,0,3,1,1,5,0,0,5,5,1980.0,0,0,0,5,5,2,0,24,0,0,0,0,3,4,4,0,7,2008,4,1,80000
190,1,60.0,12180,1,1,3,3,0,2,2,1,7,6,4,1,4,4,1941,1950,4,0,1,2,3,0.0,1,3,2,0,2,3,2,348,5,0,324,672,5,3,0,4,672,252,0,924,1,0,1,0,2,1,2,5,0,0,5,3,1941.0,2,1,280,2,2,2,0,0,0,0,0,0,3,0,4,0,7,2010,4,1,80000
50,4,52.0,6240,1,1,3,3,0,2,2,11,7,6,3,1,5,6,1928,1950,4,0,1,2,3,0.0,1,2,2,1,2,3,5,0,5,0,1042,1042,4,4,1,0,1042,534,0,1576,0,0,1,0,3,1,1,8,0,1,1,3,1928.0,2,1,225,2,2,2,0,0,0,0,0,0,3,4,4,0,8,2006,4,2,149000
20,1,69.0,11200,1,1,3,3,0,2,2,6,7,6,3,4,6,5,1985,1985,4,0,0,11,1,85.0,0,2,5,0,2,3,4,1258,5,0,40,1298,4,2,1,0,1298,0,0,1298,1,0,2,0,3,1,0,5,0,1,2,0,1985.0,2,2,403,2,2,2,165,26,0,0,0,0,3,4,4,0,5,2006,4,1,180000
70,1,75.0,12000,1,1,3,2,0,2,2,13,7,6,3,0,7,7,1941,1950,4,0,1,2,3,0.0,1,2,5,1,2,3,1,275,5,0,429,704,4,4,1,0,860,704,0,1564,0,0,1,1,3,1,2,7,0,1,1,0,1941.0,2,1,234,2,2,2,0,0,0,0,0,0,3,4,4,0,7,2009,4,1,174500
50,4,69.0,5700,1,1,3,3,0,2,2,10,7,6,3,1,7,7,1926,1950,4,0,0,1,3,0.0,1,2,4,1,2,3,5,0,5,0,572,572,4,2,1,0,572,539,0,1111,0,0,1,0,2,1,1,5,0,1,1,3,1982.0,2,1,288,2,2,2,0,0,176,0,0,0,3,4,4,0,8,2008,4,1,116900
70,4,50.0,9000,1,1,3,3,0,2,2,10,1,6,3,0,7,9,1920,1988,5,0,5,7,3,0.0,1,1,4,1,2,3,0,624,5,0,26,650,4,4,1,0,832,650,0,1482,0,1,1,0,3,1,1,7,0,0,5,3,1930.0,2,2,324,2,2,2,0,0,0,0,0,0,3,4,4,0,7,2009,4,1,143000
20,1,57.0,8280,1,1,0,3,0,2,2,19,7,6,3,4,6,5,1950,1950,4,0,11,13,3,0.0,1,2,5,1,2,3,5,0,5,0,932,932,4,4,1,4,932,0,0,932,0,0,1,0,2,1,0,4,0,1,1,0,1950.0,2,1,306,2,2,2,0,0,214,0,0,0,3,3,4,0,11,2007,4,1,124000
20,1,134.0,17755,1,1,3,3,0,2,2,1,7,6,3,4,5,4,1959,1959,4,0,4,12,1,132.0,1,2,5,1,2,3,2,176,5,0,1290,1466,4,2,1,0,1466,0,0,1466,0,0,1,1,3,1,2,6,0,2,1,0,1959.0,1,2,528,2,2,2,0,140,0,0,100,0,3,4,4,0,11,2006,4,1,149900
20,1,90.0,14115,1,1,0,3,0,2,2,13,7,6,3,4,6,7,1956,2004,4,0,12,14,3,0.0,1,2,4,1,2,3,0,296,4,547,230,1073,4,4,1,0,1811,0,0,1811,0,0,1,0,2,1,3,6,0,1,1,0,1956.0,1,2,470,2,2,2,0,0,280,0,0,0,3,4,4,0,7,2006,4,0,230000
30,4,69.0,5890,1,1,3,3,0,1,2,5,7,6,3,4,6,8,1930,2007,4,0,0,1,3,0.0,0,1,2,1,2,1,0,538,5,0,278,816,4,4,1,0,816,0,0,816,0,0,1,0,2,1,1,5,0,0,5,3,2002.0,2,1,432,2,2,2,0,0,96,0,0,0,3,4,4,0,6,2008,4,1,120500
60,1,69.0,13700,1,1,0,3,0,2,2,19,7,6,3,0,7,6,1965,1988,4,0,5,7,2,288.0,1,2,5,1,2,2,0,454,5,0,410,864,4,2,1,0,902,918,0,1820,0,0,1,2,4,1,0,8,0,2,1,0,1965.0,2,2,492,2,2,2,60,84,0,0,273,0,3,3,4,0,5,2008,4,1,201800
20,1,90.0,10768,1,1,0,3,0,1,2,18,7,6,3,4,5,8,1976,2004,4,0,10,12,3,0.0,0,1,5,0,2,2,0,1157,5,0,280,1437,4,2,1,0,1437,0,0,1437,1,0,2,0,3,1,0,6,0,1,3,0,1976.0,3,2,528,2,2,2,0,21,0,0,180,0,3,4,4,0,7,2007,4,1,218000
80,1,85.0,9350,1,1,3,3,0,2,2,19,7,6,3,7,5,8,1965,1999,4,0,11,13,3,0.0,1,1,4,1,2,2,0,633,5,0,586,1219,4,1,1,0,1265,0,0,1265,0,1,2,0,3,1,0,6,0,1,1,0,1965.0,3,2,502,2,2,2,0,92,0,96,0,0,3,0,4,0,10,2008,4,1,179900
120,1,34.0,5001,1,1,0,3,0,2,2,3,7,6,0,4,7,5,2007,2008,4,0,5,7,2,166.0,0,2,4,0,2,3,4,904,5,0,410,1314,4,4,1,0,1314,0,0,1314,1,0,2,0,2,1,0,6,0,1,1,0,2008.0,3,2,626,2,2,2,172,62,0,0,0,0,3,4,4,0,7,2009,4,1,230000
20,1,92.0,11932,1,1,3,3,0,0,2,0,6,6,3,4,8,5,2007,2008,4,0,5,7,2,186.0,0,2,4,0,2,3,5,0,5,0,1580,1580,4,4,1,0,1580,0,0,1580,0,0,2,0,3,1,0,7,0,0,5,0,2008.0,3,3,830,2,2,2,0,24,0,0,0,0,3,4,4,0,6,2008,8,3,235128
60,1,76.0,9120,1,1,3,3,0,2,2,23,7,6,3,0,6,6,1974,1974,5,0,4,6,1,270.0,0,2,5,1,2,3,0,442,5,0,459,901,4,2,1,0,943,933,0,1876,0,0,2,1,4,1,0,8,0,1,2,0,1974.0,3,2,540,1,2,2,0,69,0,0,0,0,3,4,4,0,7,2008,4,1,185000
160,1,24.0,2280,1,1,3,3,0,2,2,22,7,6,0,0,6,5,1978,1978,4,0,10,8,3,0.0,1,2,5,0,2,3,0,311,5,0,544,855,4,3,1,0,855,601,0,1456,0,0,2,1,3,1,1,7,0,1,2,0,1978.0,2,2,440,2,2,2,26,0,0,0,0,0,3,4,4,0,7,2010,4,1,146000
20,1,69.0,14778,1,1,0,1,0,3,2,13,0,6,3,4,6,7,1954,2006,5,0,4,6,1,72.0,0,2,5,1,2,3,2,728,5,0,568,1296,4,4,1,0,1640,0,0,1640,1,0,1,0,3,1,0,7,0,1,1,3,1993.0,2,2,924,2,2,2,108,0,0,216,0,0,3,4,4,0,11,2008,4,1,224000
20,1,109.0,8724,1,1,3,3,0,2,2,7,7,6,3,4,5,5,1968,1968,4,0,5,7,3,0.0,1,2,5,0,2,3,2,492,5,0,402,894,4,1,1,0,894,0,0,894,0,0,1,0,3,1,1,5,0,1,0,0,1968.0,1,2,450,2,2,2,0,0,0,0,0,0,3,4,4,0,5,2007,4,1,129000
90,1,60.0,12900,1,1,3,3,0,2,2,7,6,6,2,5,4,4,1969,1969,4,0,10,12,3,0.0,1,2,5,0,2,1,4,1198,5,0,0,1198,4,2,1,0,1258,0,0,1258,2,0,0,2,0,2,1,6,0,0,5,1,1969.0,2,2,400,3,2,2,120,0,0,0,0,0,3,4,4,0,1,2008,4,4,108959
80,1,69.0,16157,1,1,0,3,0,0,2,18,6,6,3,7,5,7,1978,1978,4,0,10,12,3,0.0,1,2,4,0,2,2,0,680,1,391,289,1360,4,4,1,0,1432,0,0,1432,1,0,1,1,2,1,0,5,0,1,2,0,1978.0,2,2,588,2,2,2,168,180,0,0,0,0,3,4,4,0,6,2007,4,1,194000
20,1,79.0,9541,1,1,0,3,0,2,2,3,7,6,3,4,7,5,2009,2009,4,0,5,7,2,268.0,0,2,4,0,2,3,5,0,5,0,1502,1502,4,4,1,0,1502,0,0,1502,0,0,2,0,3,1,0,7,0,0,5,0,2009.0,3,2,644,2,2,2,0,114,0,0,0,0,3,4,4,0,9,2009,1,3,233170
20,1,64.0,10475,1,1,0,3,0,1,2,9,7,6,3,4,8,5,2008,2008,4,0,5,7,2,72.0,0,2,4,0,2,1,5,0,5,0,1694,1694,4,4,1,0,1694,0,0,1694,0,0,2,0,3,1,0,7,0,0,5,0,2008.0,3,3,776,2,2,2,160,33,0,0,0,0,3,4,4,0,2,2010,4,1,245350
60,1,58.0,10852,1,1,0,3,0,2,2,8,5,6,3,0,6,5,2000,2000,4,0,5,7,3,0.0,1,2,4,0,2,3,4,786,5,0,173,959,4,4,1,0,959,712,0,1671,1,0,2,1,3,1,1,7,0,1,2,0,2000.0,1,2,472,2,2,2,0,38,0,0,0,0,3,4,4,0,2,2006,4,1,173000
70,1,120.0,13728,1,1,3,3,0,1,2,1,7,6,3,0,6,7,1935,1986,5,0,2,4,3,0.0,1,2,5,1,2,3,1,626,5,0,501,1127,4,4,1,0,1236,872,0,2108,0,0,2,0,4,1,0,7,0,2,2,2,1935.0,2,2,540,2,2,2,0,0,0,0,90,0,3,4,4,0,7,2008,4,1,235000
60,1,118.0,35760,1,1,0,3,0,3,2,14,7,6,3,0,10,5,1995,1996,5,0,4,6,1,1378.0,0,1,4,3,2,2,4,1387,5,0,543,1930,4,4,1,0,1831,1796,0,3627,1,0,3,1,4,1,0,10,0,1,2,0,1995.0,1,3,807,2,2,2,361,76,0,0,0,0,3,4,4,0,7,2006,4,1,625000
80,1,76.0,9880,1,1,3,3,0,2,2,12,7,6,3,7,6,6,1977,1977,4,0,10,12,3,0.0,1,2,5,1,2,1,0,522,5,0,574,1096,4,2,1,0,1118,0,0,1118,1,0,1,0,3,1,1,6,0,1,0,0,1977.0,1,1,358,2,2,2,203,0,0,0,0,576,1,3,4,0,7,2008,4,1,171000
20,1,76.0,9120,1,1,3,3,0,2,2,19,7,6,3,4,6,6,1958,1958,5,0,1,2,3,0.0,1,2,5,1,2,3,0,662,5,0,599,1261,4,4,1,0,1261,0,0,1261,1,0,1,0,3,1,1,6,0,1,2,0,1958.0,3,2,433,2,2,2,0,0,0,0,288,0,3,4,0,1400,11,2008,4,1,163000
160,3,35.0,4017,1,2,0,3,0,2,2,0,7,6,1,0,7,5,2006,2007,4,0,1,2,3,0.0,0,2,4,0,2,3,5,0,5,0,625,625,4,4,1,0,625,625,0,1250,0,0,2,1,2,1,0,5,0,0,5,3,2006.0,1,2,625,2,2,2,0,54,0,0,0,0,3,4,4,0,3,2008,4,1,171900
50,1,138.0,18030,1,1,0,2,0,2,2,21,7,6,3,1,5,6,1946,1994,4,0,1,2,3,0.0,1,2,5,1,2,3,1,152,2,469,977,1598,4,2,1,0,1636,971,479,3086,0,0,3,0,3,1,3,12,7,1,1,5,1980.0,0,0,0,5,5,2,122,0,0,0,0,0,3,0,4,0,3,2007,4,1,200500
70,1,80.0,16560,1,1,0,3,0,2,2,13,7,6,3,0,6,8,1932,1950,4,0,0,1,3,0.0,1,2,2,0,2,3,1,503,5,0,449,952,4,2,1,0,1170,1175,0,2345,0,0,2,1,4,1,1,9,0,1,1,3,1932.0,2,2,360,2,2,2,0,0,0,0,0,0,3,4,4,0,7,2006,4,1,239000
50,1,85.0,10678,1,1,3,3,0,2,2,14,7,6,3,1,8,5,1992,2000,5,0,4,6,1,337.0,0,2,4,0,2,3,4,700,5,0,983,1683,4,4,1,0,2129,743,0,2872,0,0,2,1,4,1,0,9,0,1,2,0,1992.0,1,2,541,2,2,2,0,33,0,0,0,0,3,4,4,0,4,2007,4,1,285000
20,1,37.0,6951,1,1,0,3,0,3,2,12,7,6,3,4,5,5,1984,1985,4,0,4,12,3,0.0,1,2,5,1,2,3,0,658,5,0,218,876,4,2,1,0,923,0,0,923,1,0,1,0,3,1,1,5,0,0,5,0,1984.0,2,1,264,2,2,2,362,0,0,0,0,0,3,0,4,0,10,2008,4,1,119500
50,4,69.0,3950,1,0,3,2,0,2,2,10,1,6,3,1,6,8,1926,2004,4,0,1,2,3,0.0,1,2,5,1,2,3,1,468,5,0,350,818,4,2,1,0,818,406,0,1224,0,0,1,0,3,1,1,5,0,0,5,3,1926.0,2,1,210,2,2,1,0,0,116,0,0,0,3,4,4,0,12,2009,4,1,115000
50,1,54.0,7681,1,1,0,3,0,0,2,13,7,6,3,1,5,6,1921,1950,4,0,0,1,3,0.0,1,2,2,1,2,3,5,0,5,0,731,731,4,4,1,0,820,523,0,1343,0,0,1,1,3,1,1,7,0,1,1,3,1921.0,2,1,186,3,2,2,192,0,102,0,0,0,3,4,4,0,7,2009,4,1,154900
20,1,77.0,8335,1,1,3,3,0,1,2,1,7,6,3,4,5,5,1954,1954,4,0,0,1,3,0.0,1,2,0,4,4,4,6,0,6,0,0,0,4,1,1,0,1124,0,0,1124,0,0,1,0,3,1,1,5,4,1,1,5,1980.0,0,0,0,5,5,1,0,36,190,0,0,0,3,4,4,0,4,2006,4,1,93000
60,1,69.0,11170,1,1,2,3,0,1,2,4,7,6,3,0,7,5,1990,1991,4,0,1,2,3,0.0,1,2,1,0,2,3,3,1216,5,0,0,1216,4,4,1,0,1298,1216,0,2514,0,0,2,1,4,1,1,8,0,0,5,0,1990.0,1,2,693,2,2,2,0,0,0,0,0,0,3,3,4,0,4,2006,4,1,250000
120,4,64.0,5587,1,1,0,0,0,2,1,13,7,6,1,4,8,5,2008,2008,5,0,15,3,2,186.0,3,2,4,3,2,2,4,1480,5,0,120,1600,4,4,1,0,1652,0,0,1652,1,1,2,0,2,1,0,5,0,1,1,0,2008.0,1,2,482,2,2,2,162,53,0,153,0,0,3,4,4,0,11,2008,1,3,392500
60,1,160.0,15623,1,1,0,3,0,1,2,14,7,6,3,0,10,5,1996,1996,5,0,0,10,3,0.0,0,2,4,3,2,1,4,2096,5,0,300,2396,4,4,1,0,2411,2065,0,4476,1,0,3,1,4,1,3,10,0,2,2,0,1996.0,1,3,813,2,2,2,171,78,0,0,0,555,2,0,4,0,7,2007,4,0,745000
30,1,60.0,10800,1,0,3,3,0,2,2,10,7,6,3,4,5,6,1920,1950,5,0,2,4,3,0.0,1,2,2,1,2,3,1,821,5,0,299,1120,4,4,1,0,1130,0,0,1130,1,0,1,0,2,1,1,5,0,1,1,3,1970.0,2,2,720,2,2,2,229,0,0,0,0,0,3,4,4,0,6,2006,4,1,120000
20,1,50.0,35133,0,1,3,3,0,2,1,4,7,6,3,4,5,4,1963,1963,5,0,1,2,1,226.0,1,2,5,1,2,2,1,1159,5,0,413,1572,4,1,1,0,1572,0,0,1572,1,0,1,1,3,1,1,5,0,2,2,6,1963.0,3,3,995,2,2,2,0,263,0,0,263,0,3,4,4,0,5,2007,4,1,186700
50,1,60.0,9738,1,1,3,3,0,2,2,1,7,6,3,1,5,7,1924,1950,4,0,14,15,3,0.0,1,1,2,1,2,3,2,392,5,0,392,784,4,1,1,0,949,272,0,1221,1,0,1,0,4,1,1,7,0,0,5,0,1965.0,2,1,392,2,2,2,0,0,236,0,0,0,3,4,4,0,3,2006,4,1,104900
190,1,107.0,10615,1,1,0,2,0,1,1,10,1,1,4,0,3,5,1900,1970,4,0,4,6,3,0.0,1,2,5,2,2,0,2,440,5,0,538,978,4,2,1,0,1014,685,0,1699,1,0,2,0,3,2,1,7,0,0,5,1,1920.0,2,2,420,3,3,2,0,74,0,0,0,0,3,4,4,0,8,2009,4,0,95000
20,1,89.0,12461,1,1,3,3,0,1,2,14,7,6,3,4,8,5,1994,1995,4,0,9,10,3,0.0,0,2,4,0,2,3,4,1456,5,0,168,1624,4,4,1,0,1624,0,0,1624,1,0,2,0,2,1,0,5,0,1,3,0,1994.0,3,3,757,2,2,2,0,114,192,0,0,0,3,3,4,0,7,2006,4,1,262000
60,1,68.0,8935,1,1,0,3,0,2,2,9,7,6,3,0,7,5,2002,2002,4,0,5,7,1,95.0,0,2,4,0,2,3,5,0,5,0,831,831,4,4,1,0,831,829,0,1660,0,0,2,1,3,1,0,7,0,0,5,0,2002.0,3,2,493,2,2,2,144,68,0,0,0,0,3,4,4,0,7,2009,4,1,195000
60,1,60.0,7500,1,1,3,3,0,2,2,8,7,6,3,0,7,5,1999,1999,4,0,5,7,3,0.0,1,2,4,1,2,3,5,0,5,0,994,994,4,1,1,0,1028,776,0,1804,0,0,2,1,3,1,0,7,0,1,2,0,1999.0,1,2,442,2,2,2,140,60,0,0,0,0,3,4,4,0,6,2010,4,1,189000
190,1,69.0,32463,1,1,3,1,0,2,1,12,7,6,4,4,4,4,1961,1975,4,0,1,2,2,149.0,1,1,5,1,2,1,2,1159,5,0,90,1249,4,4,1,0,1622,0,0,1622,1,0,1,0,3,1,1,7,0,1,2,6,1975.0,1,4,1356,2,2,2,439,0,0,0,0,0,3,4,4,0,3,2007,4,1,168000
160,3,24.0,2645,1,2,3,3,0,2,2,0,7,6,0,0,8,5,1999,2000,4,0,1,2,1,456.0,0,2,4,0,2,3,5,0,5,0,776,776,4,4,1,0,764,677,0,1441,0,0,2,1,2,1,0,5,0,0,5,3,1999.0,2,2,492,2,2,2,206,0,0,0,0,0,3,4,4,0,11,2007,4,1,174000
50,4,60.0,9600,1,0,3,3,0,2,2,10,7,6,3,1,5,8,1925,1994,2,0,5,7,3,0.0,1,2,4,1,2,0,5,0,5,0,702,702,4,1,1,0,842,630,0,1472,0,0,1,0,3,1,0,6,0,0,5,3,1925.0,2,1,250,2,3,0,0,0,84,0,0,0,3,1,4,0,7,2007,4,1,125000
120,4,69.0,4500,1,1,3,3,0,0,2,12,7,6,1,4,6,5,1999,1999,5,0,5,7,1,425.0,1,2,4,3,2,3,4,883,5,0,341,1224,4,4,1,0,1224,0,0,1224,1,0,2,0,2,1,1,5,0,0,5,0,1999.0,1,2,402,2,2,2,0,304,0,0,0,0,3,4,4,0,6,2009,4,1,165000
60,1,80.0,9364,1,1,3,3,0,1,2,7,7,6,3,0,6,7,1969,1969,4,0,4,6,2,143.0,1,2,5,1,2,3,0,371,5,0,292,663,4,2,1,0,663,689,0,1352,0,0,1,1,4,1,1,7,0,0,5,0,1969.0,1,1,299,2,2,2,379,36,0,0,0,0,3,0,4,0,3,2010,4,1,158000
60,1,51.0,8029,1,1,0,3,0,2,2,8,7,6,3,0,6,5,2005,2005,4,0,5,7,3,0.0,1,2,4,0,2,3,5,0,5,0,728,728,4,4,1,0,728,728,0,1456,0,0,2,1,3,1,0,8,0,0,5,0,2005.0,1,2,400,2,2,2,100,24,0,0,0,0,3,4,4,0,7,2008,4,1,176000
60,1,58.0,14054,1,1,0,3,0,2,2,8,7,6,3,0,7,5,2006,2006,4,0,5,7,3,0.0,0,2,4,0,2,1,5,0,5,0,879,879,4,4,1,0,879,984,0,1863,0,0,2,1,4,1,0,9,0,1,1,4,2006.0,1,3,660,2,2,2,100,17,0,0,0,0,3,4,4,0,11,2006,1,3,219210
75,4,65.0,8850,1,1,0,2,0,1,2,10,7,6,3,3,7,6,1916,1950,4,0,1,2,3,0.0,1,2,2,1,2,3,5,0,5,0,815,815,4,4,1,0,815,875,0,1690,0,0,1,0,3,1,1,7,0,1,1,3,1916.0,2,1,225,2,2,2,0,0,330,0,0,0,3,4,4,0,7,2006,6,1,144000
20,1,70.0,9100,1,1,3,3,0,2,2,9,7,6,3,4,7,5,2001,2001,4,0,5,7,3,0.0,0,2,4,0,2,3,5,0,5,0,1212,1212,4,4,1,0,1212,0,0,1212,0,0,2,0,3,1,0,6,0,0,5,0,2001.0,3,2,573,2,2,2,356,0,0,0,0,0,3,4,4,0,6,2009,4,1,178000
20,1,75.0,11235,1,1,3,3,0,2,2,7,7,6,3,4,4,5,1963,1979,4,0,4,6,1,51.0,1,2,5,1,2,3,1,547,5,0,504,1051,4,1,1,0,1382,0,0,1382,0,0,1,1,3,1,1,6,0,1,0,0,1974.0,2,2,459,2,2,2,0,82,0,0,0,0,3,4,4,0,10,2006,4,1,148000
20,1,71.0,9353,1,1,3,3,0,2,2,19,7,6,3,4,4,5,1970,1970,4,0,1,2,3,0.0,1,2,5,1,2,3,5,0,5,0,864,864,4,1,1,0,864,0,0,864,0,0,1,0,3,1,1,5,0,0,5,0,1972.0,2,1,280,2,2,2,0,0,0,0,0,0,3,4,0,0,7,2006,7,0,116050
60,1,80.0,10400,1,1,3,3,0,1,2,9,7,6,3,0,7,5,1998,1998,4,0,5,7,3,0.0,1,2,4,0,2,1,5,0,5,0,866,866,4,4,1,0,866,913,0,1779,0,0,2,1,3,1,0,6,0,0,5,0,1998.0,3,2,546,2,2,2,198,36,0,0,0,0,3,4,4,0,3,2009,4,1,197900
50,4,50.0,6000,1,1,3,3,0,1,2,11,7,6,3,1,5,8,1925,1997,4,0,0,1,3,0.0,1,2,2,1,2,3,5,0,5,0,884,884,4,4,1,0,884,464,0,1348,1,0,1,0,3,1,1,5,0,1,3,3,1960.0,2,1,216,2,2,1,0,0,208,0,0,0,3,4,4,0,5,2009,4,1,117000
20,1,75.0,9750,1,1,3,3,0,2,2,9,7,6,3,4,7,5,2000,2001,4,0,5,7,1,171.0,0,2,4,0,2,3,5,0,5,0,1630,1630,4,4,1,0,1630,0,0,1630,0,0,2,0,3,1,0,6,0,1,2,0,2000.0,2,2,451,2,2,2,74,234,0,0,0,0,3,4,4,0,10,2009,4,1,213000
20,1,78.0,10140,1,1,3,3,0,2,2,23,7,6,3,4,5,6,1975,1975,4,0,4,6,3,0.0,1,2,5,0,2,3,0,788,5,0,268,1056,4,4,1,0,1074,0,0,1074,1,0,1,1,3,1,1,6,0,0,5,0,1975.0,3,2,495,2,2,2,0,88,0,0,0,0,3,0,4,0,7,2006,4,1,153500
